Compound,n101.cdf.csv,n102.cdf.csv,n104.cdf.csv,n105.CDF.csv,n109.cdf.csv,n111.CDF.csv,n113.cdf.csv,n116.cdf.csv,n117.cdf.csv,n118.cdf.csv,n120.cdf.csv,n121.cdf.csv,n125.cdf.csv,n135.CDF.csv,n14.cdf.csv,n145.cdf.csv,n146.cdf.csv,n151.CDF.csv,n152.CDF.csv,n154.cdf.csv,n160.CDF.csv,n162.cdf.csv,n166.CDF.csv,n168.CDF.csv,n173.CDF.csv,n178.cdf.csv,n183.CDF.csv,n186-2.CDF.csv,n188.CDF.csv,n198.CDF.csv,n199.CDF.csv,n212.CDF.csv,n214.cdf.csv,n216.cdf.csv,n222.CDF.csv,n224.CDF.csv,n229.CDF.csv,n268.cdf.csv,n269.CDF.csv,n270.CDF.csv,n274.cdf.csv,n279.CDF.csv,n31.cdf.csv,n34.cdf.csv,n41.cdf.csv,n49.cdf.csv,n50.cdf.csv,n54.cdf.csv,n55.cdf.csv,n6.cdf.csv,n64.cdf.csv,n67.cdf.csv,n72.cdf.csv,n74.cdf.csv,n80.cdf.csv,n81.cdf.csv,n84.CDF.csv,n86.cdf.csv,n9.cdf.csv,n92.cdf.csv,n97.cdf.csv,x100.cdf.csv,x105.CDF.csv,x106.CDF.csv,x111.CDF.csv,x128-2.CDF.csv,x13.CDF.csv,x133.cdf.csv,x137.CDF.csv,x138.CDF.csv,x14.cdf.csv,x142.CDF.csv,x143.CDF.csv,x146.cdf.csv,x148.CDF.csv,x15.cdf.csv,x150.cdf.csv,x152.cdf.csv,x153.CDF.csv,x157.cdf.csv,x159.CDF.csv,x17.CDF.csv,x171.cdf.csv,x175.cdf.csv,x177.CDF.csv,x18.CDF.csv,x185.cdf.csv,x186.cdf.csv,x187.cdf.csv,x188.CDF.csv,x189.CDF.csv,x190.CDF.csv,x194.cdf.csv,x195.cdf.csv,x196.cdf.csv,x20.CDF.csv,x21.CDF.csv,x210.CDF.csv,x222.cdf.csv,x226.cdf.csv,x227.cdf.csv,x26.cdf.csv,x27.cdf.csv,x35.cdf.csv,x36.CDF.csv,x38.CDF.csv,x40.CDF.csv,x41.cdf.csv,x43.CDF.csv,x44.CDF.csv,x45.CDF.csv,x47.cdf.csv,x49.CDF.csv,x56.CDF.csv,x57.cdf.csv,x59.cdf.csv,x60.cdf.csv,x67.cdf.csv,x68.CDF.csv,x71.cdf.csv,x73.CDF.csv,x82.cdf.csv,x84.cdf.csv,x85.CDF.csv,x86.cdf.csv,x88.cdf.csv,x89.cdf.csv,x90.cdf.csv,x91.CDF.csv,x92.CDF.csv,x93.cdf.csv,x95.cdf.csv,x96.cdf.csv,x97.cdf.csv,x98.CDF.csv,x99.CDF.csv
Hypoxanthine,351116.78969104274,306742.52050303447,320394.3384595086,332876.64349728666,330195.49827353895,324605.08050650114,268566.0862614671,390768.3727870112,317725.5901592389,353547.6297580301,384202.2596229015,333920.15454055596,411349.1971795286,864717.990047751,352743.9627668821,1147102.884261145,965452.0130121404,1314222.9762770515,961059.4476181075,278633.18051110744,385082.5456878643,280560.55337231635,302256.06730765733,367175.7766726479,893353.7435318076,307128.0703268082,416196.930120495,531162.1537872971,415247.25024664664,758310.4907382579,718799.5650124219,313113.61093542,312771.713433658,282652.48604741524,658423.0359863339,897696.9479232003,984818.0463369129,405152.6018090365,292204.9469881947,351582.66425606975,297452.01754251216,307035.61851273564,343046.1297051757,310123.9384137631,368100.1375151963,319166.4030039647,358959.7692352844,233766.7321728654,302772.8724961547,776677.6000600006,261512.23525998025,311874.8021968362,338932.60767894477,318109.7993360631,507158.3099959489,288516.1380751241,390251.2979508538,427538.5376037147,658348.0096234223,387376.69244468625,303400.92780470976,323186.120554524,339524.9134187235,255854.69886395836,363191.31016106403,324345.6356475197,324366.99440587295,311776.07414388057,293795.5943779923,282867.004685709,290629.58641158766,360486.7716489388,292807.58885778906,217127.4629133579,350808.7191685663,221756.2931305393,248079.3389842877,220753.47378952918,315863.53346249444,327194.3220283964,301102.1043385593,775556.7222292618,1108621.6492353287,482287.1443698503,329947.2946101491,729999.2874270577,472719.93960953207,405660.0067171158,257951.9305295956,339588.5975445687,850493.9621029837,433974.2670423186,300645.07192701835,254097.75328586195,649262.7282199268,1089419.9858595477,299816.76871430455,315167.2537988787,340014.054731037,249488.61159207165,342237.1931539681,589870.1144456177,897314.5115008835,265351.846839466,417951.6926947165,255543.6598676615,267764.1793659133,225330.41136105472,277268.7785102559,342570.42474300246,278932.347738757,223880.24876549043,261815.66760083986,300004.6324386417,265956.8825325388,270965.3923379836,336143.03082861175,300081.79269831424,285526.17400553933,239380.40470297047,252939.38724775944,244709.83906145627,265522.0626561724,268846.9283957764,353293.89995555364,230359.04709411075,284042.21343406173,238292.42627756222,275839.12717971473,257243.5885537004,324509.7341120463,328120.4891007717,293929.7938128001,274378.52975089883,327839.63084300153,321679.2503536076
Ornithine,1123408.7293390841,1180490.3109513815,845531.3204119324,254671.29287585075,960804.2707720296,1180343.8043148424,1161912.6383351085,727151.6911278934,1076229.7383080337,1311806.4351631096,804854.6457452246,646605.475161092,1105505.611997663,958270.552501036,1321737.5460954362,1150593.5742247212,1268341.6226771944,450145.8919290565,801990.6772912967,780261.9534348955,1238677.2454284853,847907.840123814,1177861.365197367,1189932.8615369648,1325232.030743554,1376320.108689405,1101633.9992786516,716916.4476912643,529296.4543250654,1088246.2423312648,783500.3770878534,795110.1071758189,1139328.1092750882,1301305.1091861667,544059.3351647694,490384.696755142,980062.9774942901,1330227.250227485,962896.3271675173,1473148.1302222067,527196.1361040677,276247.3268085901,1544211.1518625352,1304841.34758462,877247.5768665483,1146346.112720902,1148821.311267277,1056099.3327420177,1188616.419103813,640793.8752907091,1157028.6420845743,899577.7067800389,529956.1878278997,733989.4201163076,640086.7348265379,965360.1802945375,1242348.045993795,707647.9398809632,429149.8621783826,838935.576367655,1445842.6637019662,1027675.3420906888,1383616.4642760681,987966.799585655,1083794.3122262498,1315330.598030568,1040760.2840828606,1024826.7335144477,914687.7210129832,1091046.281775633,1155325.086966841,1074136.2843444953,975456.6484902406,675522.5564971433,681207.9525559249,1193258.7444759945,771628.7031605139,932801.2750377075,427512.3672092803,880798.7665156549,914781.1140683673,1098342.158370217,1108621.6492353287,1036997.421253977,1047245.9291308504,1447358.3598912123,689650.9140192755,925365.0500899985,783009.1403517366,908659.9106473194,868607.6957890352,1758839.9863802758,724970.2785510018,838057.5749851533,1362260.083686472,1073228.6321632366,848804.9968321171,923741.7044402593,1160374.035508724,1159096.5814191597,915689.7071577293,1080406.7540908693,848230.8263062243,1162332.145290331,1345208.7434291502,1458444.4381321599,675991.223032649,776513.0421653508,1100499.7324577929,480201.45023518964,1014461.7499324682,578035.1351078729,677134.338150946,566316.5711383666,771197.7205988838,611500.0544182656,1086866.0021432415,1323799.9522902707,882247.438853597,1175809.3355791292,1108715.771443112,1035321.7058781681,485168.9339856589,1127622.3424995078,751400.7988009634,1089440.5185316124,910511.562135292,989897.4259055803,722543.939257453,652521.5667498038,1486862.0467985568,769997.6608055469,1063186.8046160901,478117.1414087022,940597.1623319769,1138457.9952376697
Citrate,1123408.7293390841,1180490.3109513815,845531.3204119324,796461.7737018815,960804.2707720296,1180343.8043148424,1161912.6383351085,727151.6911278934,1076229.7383080337,1311806.4351631096,804854.6457452246,714419.8544463943,1105505.611997663,958270.552501036,1321737.5460954362,1150593.5742247212,1268341.6226771944,1123405.0762566817,801990.6772912967,854969.4939747818,1238677.2454284853,847907.840123814,1177861.365197367,1189932.8615369648,1325232.030743554,1376320.108689405,1101633.9992786516,716916.4476912643,844671.9893067805,1088246.2423312648,783500.3770878534,795110.1071758189,1139328.1092750882,1301305.1091861667,699937.1586292263,847811.9584195213,980062.9774942901,1330227.250227485,962896.3271675173,1473148.1302222067,714405.6022488065,300968.73597996373,1544211.1518625352,1304841.34758462,659209.9424737229,1146346.112720902,1148821.311267277,1056099.3327420177,1188616.419103813,640793.8752907091,1157028.6420845743,899577.7067800389,940999.0233328476,733989.4201163076,843297.7898056312,965360.1802945375,1242348.045993795,1036081.8923557693,429149.8621783826,838935.576367655,1445842.6637019662,1027675.3420906888,1383616.4642760681,987966.799585655,1083794.3122262498,1315330.598030568,1040760.2840828606,1024826.7335144477,914687.7210129832,1091046.281775633,1155325.086966841,778921.3809897839,975456.6484902406,886543.2258830342,681207.9525559249,786065.0784164766,771628.7031605139,932801.2750377075,759880.3941513584,880798.7665156549,914781.1140683673,1098342.158370217,1333480.8540704092,1036997.421253977,1047245.9291308504,1447358.3598912123,902966.6868320493,925365.0500899985,1033702.6056360692,908659.9106473194,868607.6957890352,1758839.9863802758,550268.942980628,838057.5749851533,1362260.083686472,1073228.6321632366,848804.9968321171,923741.7044402593,1160374.035508724,1159096.5814191597,915689.7071577293,1080406.7540908693,848230.8263062243,1162332.145290331,1345208.7434291502,1458444.4381321599,675991.223032649,776513.0421653508,1100499.7324577929,718639.4850562005,1014461.7499324682,578035.1351078729,621049.330000056,566316.5711383666,758095.4649085929,807726.0575314851,1086866.0021432415,1323799.9522902707,882247.438853597,1175809.3355791292,1108715.771443112,1035321.7058781681,839509.2781268279,1111880.4396624942,751400.7988009634,1089440.5185316124,989703.8540227637,989897.4259055803,411109.46692349785,652521.5667498038,1486862.0467985568,769997.6608055469,1063186.8046160901,708566.468837366,940597.1623319769,1138457.9952376697
"1,5-Sorbitan",4739560.302161083,4127240.112035614,6084708.196190706,4362209.314583437,4963331.16389535,4965953.397531759,5257514.964058036,7092325.273755643,3190490.013254012,2255943.677627703,4098077.616134396,4098717.8204877367,5029004.188829019,3476851.989372069,4763978.584309768,4838932.155285019,5039551.658968916,6002996.737418605,4804296.641307596,6712306.1833663825,3295756.579353597,1823900.8984488812,5988574.176417559,5711604.46704149,6091787.406799301,3925802.4439140973,3337112.1295593353,5561530.685125689,5933356.844803437,5665127.953758279,3880818.3692733333,4767307.349024335,4841186.903308572,4205541.634983621,4517504.354103437,3382355.0526049607,4414233.195698726,4048067.560479574,4758673.532204604,7344830.273469762,7495333.505146137,5987607.145638478,6226108.241693487,4445900.421035153,4513529.165172767,4179078.5294060083,4045701.434732809,4385735.843470795,3464173.5874440568,5990627.12456356,7945152.725857202,5940749.005204498,4345001.525907,8963604.25876231,4395819.03005482,3371130.116223013,6859599.756433708,6660917.246674389,6643474.235369683,6838010.49999311,2049097.7632817035,4750303.881586427,6023302.703501277,6337473.758483931,4456828.952194647,1239303.1631554007,5834630.948075073,1065407.9887057864,4893287.156420389,9194937.593324574,3801950.7196371835,376316.05245806556,2534645.459571527,6296657.192562833,4197777.53990376,4901816.394944526,3992725.9677429856,3105592.9840079527,4130570.581999487,5600372.636810976,2584679.164702271,6439452.002765596,2958272.6860491517,1751078.56819774,6200389.056165284,4960669.904432591,1247776.6175593217,3636426.7671027924,4734078.527080797,2427082.2588692587,5489513.567683211,2820933.0490436135,5524826.762062587,4766940.285396279,3845688.2066096948,3650925.7283194186,4298189.270723534,2462859.730255348,13552046.851020426,3774034.7309172936,878096.96693671,3885769.668379997,6367264.525591409,3715911.8534088335,3994136.136183727,2559926.439326859,5167760.079345281,4380798.590923539,4508815.064995342,6097351.890239242,3676999.214216079,2100328.2232452575,3255551.662040189,5399256.7165302,772186.7892034056,4738749.785571593,5512424.879401602,3517385.1494486956,4858401.033205842,4891459.780847648,4692729.569472098,2728345.378829785,3307671.7676889384,5186764.797646174,1094613.8246294588,3714516.9137380896,3574510.165630764,3369196.2121837996,4883145.319597429,5105953.260191088,4576996.702141831,3653851.5381704834,5963123.389815183,6988211.421755866,3391558.623534057,5076300.020789491
Fructose,273440.4839919849,235260.2960120652,299034.41194611863,289260.2732017082,243931.8643511047,321416.22225630714,277126.43020250864,284724.0336787567,330469.6661247031,288841.6340252262,304426.777443471,306948.9234220749,303657.6483325147,360291.26509854995,1705164.3940756118,862193.4404635455,305285.8940765379,368547.8175937181,310283.07318574615,265730.0304834352,308686.42386565736,371376.8230191339,577405.2895748927,340335.07862977014,296507.742716308,299768.98346320016,241031.42301607644,260078.99314635154,337449.3472984569,396079.15642391174,338067.14669412415,242359.34256943263,246727.50154579215,262144.6755899427,277374.1575672494,395874.0661910961,362475.8359300742,314705.0454603346,431287.4231350699,357115.74424963904,306464.8635371334,411998.53867573326,578094.3829008024,257855.23698284358,282765.70483460044,310448.0910046105,303281.4419504648,274333.55777958874,263037.1727982486,322222.6215594816,267746.468916457,344575.1111977828,327076.2227855544,290904.173873171,340784.1306663114,291353.0902520109,361682.0533460146,432766.9151087453,2763565.9323575683,423638.86795484414,314434.01517838356,366287.8990713407,797148.8531684313,279554.2462384509,281506.83553799446,346777.2645970586,308218.03661456174,706870.4608009479,343704.79929235385,517603.09937464405,280461.49261292483,719205.8128788866,340498.1770384788,402768.06343533774,412476.4538319832,401412.28225558135,256313.59103465517,339437.38184575416,334967.0477211955,248093.0216424655,1007943.046583671,327713.6624922688,342843.83476565895,234835.68974770053,247423.9010447064,520093.620225841,299457.28641300905,267270.0125050764,276793.4103284994,299788.6044377518,242957.88078794975,236800.85659567907,389496.55873757333,257903.33629603186,313701.2916169553,290576.71701893903,285867.5395262125,270369.3492058558,284222.6289305383,284223.52339258796,493821.40215605777,294430.18081679154,383725.87512197555,280554.62910215737,230480.72111480156,304600.7175664193,358850.3727950752,228141.3959030148,326695.87201828405,324292.9176043473,390116.62836730806,237151.9067787709,312789.7283835784,239101.05148577882,393768.6368663056,326866.1528983889,301524.813214411,287398.0328627551,250250.74006160782,283474.9826275162,285669.4941932793,263887.2436217775,305293.20813753555,395421.5219989247,429350.3669276346,429632.839660262,363778.4358196378,271624.769340544,367554.35285165213,276453.8984616654,360142.46441242174,345819.3824933367,332884.05548168556,352663.9289557422,265075.46420996496,309655.5781693781
Galactose,1130746.1317133806,1020240.5259051531,949127.2324324719,983075.8312799837,891810.6098963884,1028923.5923690469,1030928.3526491054,1109067.4131850498,1030223.4229195837,849419.1922353883,788576.624357632,901675.1086158206,1133117.5504089436,756421.149145711,814825.5890481943,273565.1835895325,882683.3974107787,612117.5395576952,634334.7555449232,941766.7582435564,919579.2361757201,1240177.6460445228,880225.4675012383,1089258.4417467928,891805.3169709806,1161067.5471045356,1007146.3656990272,745858.6307687837,989645.2427453806,657200.5770378215,684373.0036040284,735574.0751785797,977508.8004855049,995446.3941551829,807855.3916827741,1129790.2627423238,677681.736214229,874039.6442071191,749873.967411712,844276.6982019852,678225.6748383148,922995.9969706151,928136.8862135544,817675.1697050745,877482.4015825405,880914.28376856,790624.6169460284,1053254.4608486954,942450.9889911412,601016.3216547791,819500.9540824944,935448.3434115683,801230.9803620521,1058111.9978459757,712056.7374691741,914834.2421544384,999624.3161110807,1260114.8802146013,701691.0590400882,1204118.525899156,1236650.2949566548,854440.2570011306,292811.17410151847,766062.6013275599,797157.9967375929,875843.5916755553,590527.081553978,1025516.1611685107,790033.8638593891,593273.1850534996,965730.3766129849,1859080.906611662,1071661.225588248,665888.3616063875,1154808.2870573578,1038995.4450524051,563423.3648724555,1058395.8549496331,670100.5484127516,886684.2794855094,1007943.046583671,645083.7331452068,1114617.1809426711,1572463.3346228832,886809.5015766255,810428.1713942528,2639077.6142566646,792461.417588953,1077026.9140807786,783988.097783586,697131.6279445027,694351.7528435374,1118651.6326908339,1141930.0802446182,1030249.131247889,538436.9414514651,876860.9597452909,1315410.3454254644,862622.8910709836,696892.7411331069,1679283.76150872,790610.6304964337,562229.5921665707,759896.7408109844,767761.4329603482,802573.1221599053,759672.2628910097,850699.7923482943,561736.508274704,648109.0676777447,689697.6498759128,381756.8031513113,724629.1408442371,848706.4738584424,2806207.5848304695,757356.1586218451,687403.4425459183,768577.3954582935,706394.0672905301,822142.1115197074,851956.7714712943,35296437.81432981,922206.4046367996,883363.6678854194,2140561.775092224,898215.1229664934,856781.6932955482,652288.3426873032,864165.2923445081,635848.3448295066,858771.1472035241,691934.5048614901,953821.7689347285,713174.7219550153,682080.4489711715,840485.3385860035
Glucose,116064466.68169239,97424706.53695503,114661776.4816992,85879625.48682314,97976183.25826031,91375990.3984879,87653179.44754317,151209115.82056272,108942478.30757678,99917268.86344856,82623249.90123123,126003008.18890263,107266433.91139904,96277680.00472534,144829309.8215711,1398251.2079854205,76718125.31271516,1205803.499818458,1412887.7098138202,107193187.7224886,1576997.755669131,138663514.45146576,97998875.62061927,107875576.19447614,82722853.05275698,109830358.19748598,81772353.49027845,87604551.70808813,106725502.25271843,1309696.0217231093,84064086.12006283,80095979.41096917,2070249.8560621445,110446727.40791465,79616825.51345429,89875586.65238634,99004337.94241509,1895574.8126640394,71162871.29692869,100517302.37908173,1481398.222667636,91423312.15147835,121021962.41189228,116503353.36310895,80235971.36451414,87854104.73190664,81207855.39933345,74944153.11897185,87046203.0072611,62892275.76648495,86817624.7285114,1227162.929061776,83472442.53201458,2195009.7102619596,1513138.0872164348,94997539.19075617,114870335.92675403,112631660.06955051,124397416.45495133,160219554.26333648,131220276.86581372,69032728.784222,59847192.69349344,5168577.172773348,60127574.11905654,55962116.420800544,42751271.69367735,122631502.81156392,1438979.286627227,40879983.20027296,79251287.61736771,176712791.6109823,62715110.20853449,1349901.276482275,105412436.4649314,89064197.07224974,17465253.25071763,63822322.66674939,1302833.1355861018,1559696.5294226382,50758583.63699733,1344902.4691831416,105548890.81970522,82798859.57117335,109163000.23697475,96809508.7571752,197209265.63505697,68118641.2452804,127748753.64362156,80989868.53305326,71327623.59209356,65074467.15779793,2030872.005134708,101559227.93063326,67138214.2410729,25943430.127129365,77461716.50204335,76565211.52650164,1596297.484482476,1772634.5018929911,174788852.25562704,66990114.07355683,1267415.3141908508,68297515.16866904,1378123.0249883928,1590796.8425710523,1418761.6963296265,1504144.5007142154,880609.3153774611,1083096.906512544,65994117.580191806,19615709.444830067,75050868.12069306,78098301.41633387,289982425.531919,1401403.157257079,45758468.233143665,1750060.1636097108,63834605.96193263,74239820.93972418,72458806.48031628,833031.3412261278,1370839.9788972512,1964605.934419075,213784792.41898006,88717163.62359335,75816206.36597842,81406280.09402479,97904829.9656671,70359261.73089941,77757303.00738475,1488427.974181683,1605152.4409436737,9896825.761364901,73708960.1011008,112268076.47197235
Mannose,20766538.665049046,17665050.61032447,20510114.622971375,15022057.489675047,17771213.724664625,17609513.307466015,15677191.290961158,28686108.970918752,20325514.54079571,18109445.60439421,13879871.24566325,23487141.04026483,19045102.220730886,17516467.74993144,27091388.217878733,10847787.079503622,12988918.608256552,9264511.716351071,7548034.710762678,18866885.92063746,12412978.567860024,26959570.188569896,17559384.170520913,19390324.17123142,15292629.398567092,20076700.19438649,15182649.121548131,15070920.211480973,19610843.08516629,10603104.259251878,14597975.215297319,14445801.996981904,20414282.22471863,20677681.345029086,13636061.785176989,16250581.005262638,17733247.275953237,13449464.564457325,12134527.954214111,18705238.13378729,11089338.53451197,16778719.88734279,22271539.714334164,19787277.162058726,13598926.180821553,15177510.067147236,14080645.838729847,12831516.128203854,14888669.750479743,9905660.296414346,14648944.680289727,13222214.217821825,14136497.247533344,16267598.791263258,12310786.142353913,17166148.267257906,21091588.419904232,21515952.896308713,22466391.931841575,957349.2676008833,24198139.874119893,11616707.38277065,10244714.33818786,9289936.228904996,9879496.653524049,9502652.12573504,6933723.463520238,20609268.339945674,8678230.201312046,6761821.252217719,13993383.907283125,34309575.96753369,10380774.10788321,9776152.118138606,20400995.399211325,15298469.133818522,2846434.744090085,11047921.418596081,9874927.603608022,10480174.990582876,8646813.818378812,8035867.967163353,19985149.587205775,14474476.472857418,20076076.338098764,17541245.267845847,40280682.163041174,12036367.558542144,24135577.09717343,14448987.488329059,12039863.771693874,10770977.69533552,15537284.726749131,18468556.14050477,10805645.07250296,5068493.4354146775,13550004.944600986,13015324.828550037,11110369.188456137,11951114.510146681,1177703.7804328478,10830798.90649318,9053177.542033194,10925742.043630378,10725326.981590604,10622432.462971443,11894263.932988139,9177447.240729485,5858000.98541343,7309531.146930176,11850925.150094125,3180818.0740104318,14033121.860714072,13796983.082581082,62469959.88900925,8692611.363090916,7214359.714918393,8228993.466337962,11215530.890140604,12092562.010498106,12647287.101646163,5779929.860424525,10433429.750495495,14906953.78197086,41495323.734301805,15901273.106330879,12986709.004256153,15174428.05594874,17808003.538965344,12027613.324051566,12823548.805205531,9783162.745757243,13079658.186031701,9240357.21977423,13311714.239206588,22388166.236960925
Tyrosine,939686.9624184486,801457.1195123545,1013161.0729268701,1008750.2527663516,679734.0909904465,845911.5636072258,898601.8417806046,894503.9634470481,1431832.1052985364,877214.5482826937,1024204.6248472582,1255357.0998682135,1152111.306938969,874176.6974347334,1267903.9305047365,717474.0564278915,1049865.1479503098,972506.7800286511,1077258.0335611429,1081160.2841024608,1318501.7969718392,961520.790541227,901341.3017111172,725216.6267268884,775322.9364487488,679588.7888340226,919733.9225871058,911539.2907566353,1005963.391110428,1046829.7989648248,960621.0788861591,691940.5568356346,790358.6091267086,632033.0327463875,789005.2097721645,959605.289862144,979719.0875516696,812789.689916767,725814.6946544072,1018662.3151238094,858080.524008117,838892.0844414277,847531.0749687641,636414.4775322659,928115.1785333863,1140607.2529602044,1022005.242600652,1059890.4866760515,904776.5785657327,932458.4022894725,826293.0080963513,934583.4860745829,943741.4905090681,1016529.0019997363,1106493.0711171837,1285011.4594282547,1251833.2757120556,1502822.2507748103,1367484.267581273,1294592.765424267,1285128.1890828137,910130.6028187502,835954.7973989414,735665.9862551067,820061.2941871546,792181.0532236417,878003.1736808443,1597544.086017928,940326.403643962,780968.172853524,910447.4846115332,1157062.896943306,889739.7418852544,674113.4833707241,1124031.4804242773,859626.0996451469,810806.3419254945,889603.6181577703,853845.4820117548,933804.9995184476,686226.5672078393,1062591.4440133944,951374.1955690712,682561.6190165947,1201468.1702836857,846120.221244298,1286724.4464427284,733922.465185087,1200722.8246193063,789073.9463659129,960809.6418530284,668929.5361804679,1097825.5747324522,1053553.924334312,829145.3508803276,1201337.6919076357,946664.5200093839,780784.996778824,662735.2672469779,841524.8501285976,1107973.5410262507,699725.0106117771,1113294.6262916059,637510.6421516095,918449.724162552,686776.1503576484,1199940.6119633925,609267.7129865757,1008210.557462304,940817.5210458664,712049.2431565396,464864.25873780117,936653.7753198955,830732.2752094052,844654.3102311708,800880.2539849179,1205399.0875537316,851383.4087703222,998258.2239404791,918590.1112094065,1096847.4593122005,487639.5052034756,1572434.2154433832,1089211.0022323625,977566.6965896226,726014.7785386322,885655.1488589689,725292.8816025837,1064558.7153991093,1043320.2134773114,1084555.9671321553,937323.217150432,1135036.9282391875,1077190.5073889883,932207.2040004759,1458045.5697796904
Allonic acid,868752.8805149689,663217.1855039434,865368.5495915632,744810.3532836165,697221.1130350877,733632.1563032379,645524.969991049,1196565.6598981027,729560.7824295035,680949.4585678056,644913.2874455021,958200.9484275351,804819.5970423825,709741.8885298424,1121516.1708693611,566798.6669143721,573212.4234726336,487129.52461940085,454613.0020517757,826240.6059704671,590780.7746216154,1021636.3532842618,752440.5344626913,789281.6214721047,593859.3845296053,822907.0962294188,569218.8912569801,750697.8793853458,810519.952358756,529061.7684547954,648083.7165202786,694992.7840484916,831402.4693666853,799897.3722661547,636767.4688944331,703489.139705027,791260.1973593124,701875.6742460275,554542.1816486337,796695.1264153796,486390.6414824205,702298.4217962163,932880.6677383913,888531.8293120137,611729.6325752885,636607.3132419854,607888.5567837206,534021.9009490261,643120.4709645831,497003.9643115449,629479.6847761485,629257.4703281296,622790.9103714271,707634.2476255606,567465.894634515,657574.7363666767,868160.6185546331,811113.0271065105,970362.9345768967,1237266.0486793749,954018.4984878979,508723.7293824839,481634.7599487042,402760.48320603487,491937.61202663154,486437.3984938263,427752.8807737719,951144.0303674559,451956.15038626886,459393.0140510871,593920.595746693,1444396.7519777229,535793.266504106,470282.3515110644,956012.0375148795,659208.0325649193,252157.49749353854,470548.50092297426,467375.7657215878,573499.6968964315,440017.35496845946,443599.8332704294,780543.98871641,605214.2956487609,850148.2797496691,753833.8782787512,1547875.2058359496,486924.22609179077,1005684.2836967387,591943.5234875595,573454.8649758574,560005.1342269682,700420.9529869922,698897.215523559,551674.217232392,329727.48065174127,627184.5052159007,648376.5739781014,547647.426065668,559524.0139387671,1351966.3526891114,582592.3556164224,459690.93883632513,565852.5950857085,539209.7046917047,609361.7603728084,653405.9585930674,355141.97433925053,334195.2278465943,395591.27794563706,534092.8295178053,245786.8793079818,667766.0133559866,626982.6001128121,2170309.6263235207,467675.1854003134,424459.5479723411,409981.402341826,498133.16183499905,585055.0668764648,566107.9212183632,355440.59569851984,475708.32216712146,599253.0789817729,1729018.892021137,618790.6727680397,589529.6815797612,537974.7643505684,753433.692990005,609097.1459385671,616018.3121470254,543978.8188348305,614539.1604146211,448706.7312533442,581817.3627245572,847227.0872426522
¦Á-D-galactopyranose,467797.08967354026,420106.4505403364,434200.3814791713,394810.953517414,355824.96457128366,347897.831728499,379888.5849998348,507196.3269621837,429159.4075285363,371857.97254587937,375711.7069706728,411107.75686081586,346271.2946029304,349939.9354634569,417531.3143487472,339203.8121745355,349120.13226234994,340677.97652020666,216862.0641782836,398881.6526734123,390272.56092827226,576161.9163472754,351551.3057150103,403534.9967951144,330245.5952320935,330899.698492452,347772.8918314069,435259.9144363473,414056.85653209995,242238.3845580089,297207.9881112837,339745.2324543148,421573.03913722414,446331.4169388112,407333.96950490936,402543.60433648265,500821.603622218,361771.76100465236,363522.4600662482,430642.0888368147,347710.1380030147,307133.8067456595,462724.16295440483,417468.23836650944,378783.2186980851,370902.0931840416,336105.7991776098,392635.3790395323,437253.949219479,316250.7533173873,326914.07308044715,389062.0977000538,380991.5390769145,408977.8444328229,355972.5284488245,383092.04221146525,405008.21513233084,485490.79442050465,406783.762661441,623484.6104500638,554341.1538978531,273440.7179315639,342127.1320170687,222075.88241006364,294961.26893752185,305728.6157053487,265330.31111088255,431652.3214198217,225180.92395902102,329808.2989185691,360724.9135966678,752695.7424732137,328728.0458098604,341610.5431166652,446010.19575612457,435838.3536995725,223301.34106825056,390076.824309308,265550.68043856195,284852.72456474864,350287.1196058298,235247.65319738578,371389.2096126151,397647.2731647716,374892.1708152497,463360.89207473834,757398.9220775794,340423.2917003069,507622.7769884651,324405.06395750755,385493.1781388831,378794.5159859454,370487.5108909252,356064.58625533024,350602.75900935405,266001.4019719516,312992.2419259052,354956.9311630169,330425.1174543447,328162.20828523376,571522.1154061198,325185.85013974085,221004.0656114362,304373.9486483686,364324.48506235296,340109.2166948285,332274.2406106847,168497.77525323333,312687.7751858813,220498.63342812218,310729.5160292197,201245.79789785543,277334.98413518374,358958.0464421123,1082273.9369015084,306140.75674735755,283539.33165896183,231042.1842831859,260195.074311044,288415.6528518944,382051.4342719237,298840.5692651957,314605.35924655816,367759.1248717266,784848.7531344095,393228.50874348584,408461.5636479602,347356.9372425515,410878.3683866019,324950.9462371498,327814.7741948739,290153.23383751,312830.5546119232,316871.93665750895,314130.8090760582,396175.6749654154
