Compound,n101.cdf.csv,n102.cdf.csv,n104.cdf.csv,n105.CDF.csv,n109.cdf.csv,n111.CDF.csv,n113.cdf.csv,n116.cdf.csv,n117.cdf.csv,n118.cdf.csv,n120.cdf.csv,n121.cdf.csv,n125.cdf.csv,n135.CDF.csv,n14.cdf.csv,n145.cdf.csv,n146.cdf.csv,n151.CDF.csv,n152.CDF.csv,n154.cdf.csv,n160.CDF.csv,n162.cdf.csv,n166.CDF.csv,n168.CDF.csv,n173.CDF.csv,n178.cdf.csv,n183.CDF.csv,n186-2.CDF.csv,n188.CDF.csv,n198.CDF.csv,n199.CDF.csv,n212.CDF.csv,n214.cdf.csv,n216.cdf.csv,n222.CDF.csv,n224.CDF.csv,n229.CDF.csv,n268.cdf.csv,n269.CDF.csv,n270.CDF.csv,n274.cdf.csv,n279.CDF.csv,n31.cdf.csv,n34.cdf.csv,n41.cdf.csv,n49.cdf.csv,n50.cdf.csv,n54.cdf.csv,n55.cdf.csv,n6.cdf.csv,n64.cdf.csv,n67.cdf.csv,n72.cdf.csv,n74.cdf.csv,n80.cdf.csv,n81.cdf.csv,n84.CDF.csv,n86.cdf.csv,n9.cdf.csv,n92.cdf.csv,n97.cdf.csv,x100.cdf.csv,x105.CDF.csv,x106.CDF.csv,x111.CDF.csv,x128-2.CDF.csv,x13.CDF.csv,x133.cdf.csv,x137.CDF.csv,x138.CDF.csv,x14.cdf.csv,x142.CDF.csv,x143.CDF.csv,x146.cdf.csv,x148.CDF.csv,x15.cdf.csv,x150.cdf.csv,x152.cdf.csv,x153.CDF.csv,x157.cdf.csv,x159.CDF.csv,x17.CDF.csv,x171.cdf.csv,x175.cdf.csv,x177.CDF.csv,x18.CDF.csv,x185.cdf.csv,x186.cdf.csv,x187.cdf.csv,x188.CDF.csv,x189.CDF.csv,x190.CDF.csv,x194.cdf.csv,x195.cdf.csv,x196.cdf.csv,x20.CDF.csv,x21.CDF.csv,x210.CDF.csv,x222.cdf.csv,x226.cdf.csv,x227.cdf.csv,x26.cdf.csv,x27.cdf.csv,x35.cdf.csv,x36.CDF.csv,x38.CDF.csv,x40.CDF.csv,x41.cdf.csv,x43.CDF.csv,x44.CDF.csv,x45.CDF.csv,x47.cdf.csv,x49.CDF.csv,x56.CDF.csv,x57.cdf.csv,x59.cdf.csv,x60.cdf.csv,x67.cdf.csv,x68.CDF.csv,x71.cdf.csv,x73.CDF.csv,x82.cdf.csv,x84.cdf.csv,x85.CDF.csv,x86.cdf.csv,x88.cdf.csv,x89.cdf.csv,x90.cdf.csv,x91.CDF.csv,x92.CDF.csv,x93.cdf.csv,x95.cdf.csv,x96.cdf.csv,x97.cdf.csv,x98.CDF.csv,x99.CDF.csv
N-acetylglycine,1510866.203,1426199.258,1383800.285,1220486.806,1313346.222,1036640.829,1622878.554,1362853.594,1310873.813,1411533.444,1148083.558,1205179.259,1375287.802,1239155.564,1141835.15,1472696.646,1403197.355,1442887.996,1106427.055,1184670.153,1253076.129,1016966.462,1402103.853,1187108.746,1010759.325,1132179.594,1341804.903,1189674.808,1405646.374,1135189.878,1090487.969,1061764.787,1241566.989,1401811.284,1252722.565,1280773.805,1348028.05,1278607.08,1072856.71,1223866.448,1165110.964,1171722.455,1139669.972,1256661.015,1206953.723,1223942.439,1275708.812,1422278.808,1268643.657,1170431.081,1349345.44,1179706.645,1312454.22,1350695.33,1315331.132,1364461.326,1302326.668,1390793.93,1161515.565,1250920.54,1152837.45,1353277.447,1100083.745,949685.858,1102851.222,1074302.929,1394435.9,1505088.761,1332618.173,1050534.318,1413275.786,1058073.481,1085535.343,1097995.553,1175566.172,1422045.376,1083300.741,1361058.44,1168745.158,1327902.757,1147173.813,1206555.352,1890342.086,1349567.049,1201866.95,1230470.609,1228039.09,1214909.121,1333564.354,1204606.607,1204875.808,952741.5068,1546625.948,1513948.745,1131540.365,1428357.514,1105654.867,1040490.877,1278074.926,1237253.942,1115039.867,1064818.449,1454665.963,1262914.763,1142306.308,1043694.928,1372170.863,1415934.983,1024001.741,1280532.57,1007148.181,662452.219,1062870.188,1451147.15,1315953.343,1121258.012,1344812.868,1167737.239,1085016.857,1263471.11,1108910.168,856986.0854,1141088.85,1431776.233,1487616.841,1285643.852,1360272.721,1415846.182,1303936.333,1427365.667,1451374.216,1363736.531,1537703.222,1463983.422,1171669.673,1131141.062
Serine,2134313.012,1974753.839,1418499.687,2460823.521,1611142.544,1569026.418,205979.2562,2359892.473,1778842.214,1785228.43,1889399.518,1780486.924,1992090.668,2144646.527,2634441.334,25972.64186,2222344.978,2430928.543,1978114.878,2398272.772,186209.0834,518743.7828,2133542.117,2123128.174,2440297.763,1994608.447,1577400.686,2076318.611,2096616.02,2410827.836,2972672.301,2092113.461,129416.1788,1905131.875,2200020.424,1865278.365,2616692.329,1635440.049,1373442.033,2628702.892,1819330.873,2326393.134,2017653.856,1275216.43,1113056.802,1747810.287,1937869.094,102435.8476,1858480.775,1180395.659,1742816.039,963116.0844,2019702.963,664780.9487,1864978.14,2178098.456,2702111.12,2996240.759,586720.3166,2253670.399,501695.0931,2110644.072,2102136.768,2399430.356,140440.5292,2554446.014,1801364.631,1854104.806,2015366.756,2001604.543,1721263.036,790565.1186,1904642.974,702937.7503,1843322.353,2182070.044,1340708.666,2107047.969,2084163.591,2180735.192,1371132.8,1827576.678,1578585.232,133998.4322,2281377.07,17235.13569,1967171.312,1869320.908,1609888.631,1788834.223,1440782.464,1670619.957,1071972.612,260182.3028,2480378.783,1813883.832,1610123.658,1258556.211,2522141.242,1804430.216,460412.4384,1900237.896,1834392.68,1431926.057,2293992.801,1686502.988,1307970.979,1833356.342,1607110.079,2221285.821,1477065.714,793664.1114,1630327.067,2146834.466,2008585.367,2288466.375,1834145.664,1925955.1,2048918.199,1945461.81,1700132.184,1329337.053,1743013.642,1866681.941,1751955.087,1745550.938,2090439.37,1810113.982,1876175.559,2556469.827,2208293.632,1657569.091,1922383.587,2302886.618,1630584.312,1582775.859
Phosphoric acid,5142135.586,2053647.316,3762492.045,3699625.592,2637739.252,1955411.501,2653111.805,3263857.731,2575466.019,2442772.684,2846800.92,410529.4294,3059202.143,3070109.886,2887604.495,2741720.295,2514920.56,3433502.624,3191440.787,3067209.229,3249016.655,5822779.496,2288299.466,623432.1058,1977416.594,3580122.641,2189548.284,3560272.238,2493049.276,2108854.756,1905072.001,1751532.242,2438769.04,1463718.483,2036341.208,2535231.594,2316853.349,2024268.873,2272549.711,2082143.88,1905403.852,2147863.206,1657850.216,1400481.615,2434990.104,2772843.77,2802246.223,2464033.875,2047490.437,2585251.771,2578550.238,4817459.32,2671203.538,1616980.417,2514776.456,2423118.135,3103850.51,2569130.453,2673050.439,3041322.869,2835467.783,2359935.151,1836670.539,2112177.873,2537216.97,2307916.937,3393431.761,2173791.956,2273324.019,2497706.014,2718581.813,2087793.411,1860995.713,2396720.995,2505422.985,2376007.41,1241124.609,4082675.06,1842844.074,2355599.722,1354036.843,3205437.187,2678037.264,1861074.112,411712.6382,2462145.886,3430821.56,1886267.784,4396823.446,1181897.836,2171912.202,1626050.042,1599571.835,2384404.542,3149707.302,1858602.813,1924436.649,2958254.529,1614868.912,1352231.481,4312926.676,1294436.778,2795935.642,1339928.088,2042780.222,2327455.845,1052735.652,3907221.355,2297175.378,2676161.633,1564769.542,1254447.824,2555827.691,2606534.28,2186515.111,1935255.578,2355221.83,2050574.012,2335768.867,2143563.242,1954473.216,829677.8706,1740277.097,1030333.093,2596788.771,1984920.32,1772612.147,1940757.984,1791111.409,1006041.236,3229004.175,2973310.797,3170623.039,2642860.445,2436351.58,2742014.389
Proline,2715714.108,2180483.368,4420972,3096149.839,2357935.371,3423603.524,2602686.031,3349089.525,2677167.619,3719434.664,4476547.245,3500626.664,3296395.956,3099328.588,2224636.199,2468581.231,5003240.058,2290652.056,2360159.359,2944814.575,2453457.913,2894603.652,5372780.205,3594422.851,2062343.009,1937868.583,3309222.372,2442887.385,4004024.819,8829165.964,3506154.535,2624420.975,3153444.935,1905792.28,2677935.808,2710372.526,2492099.205,1996461.515,2405820.447,2659727.594,2126891.105,1953671.09,2865693.858,2972596.769,4414474.138,2206287.329,2942178.804,2847647.738,2017895.552,3239070.009,2825898.397,1638618.143,2603885.843,3313670.314,3325011.734,2828839.939,4039441.998,5251477.493,4098574.718,3432389.501,4840965.227,2544814.487,2170820.148,2149659.855,3130439.011,3550162.607,2225451.243,3754662.165,2945540.878,3643751.718,2229627.246,2841372.483,3031947.444,2036956.17,3075935.549,4042347.761,1674240.453,3309919.669,4942299.203,2797714.022,1103573.09,3461813.955,2515218.976,1658176.982,2313024.448,2829560.643,2958050.502,2124464.311,3470213.932,5272610.2,3079975.925,2951581.725,3490924.549,3895235.912,2645519.781,2571001.187,3072831.226,2188366.249,5931560.208,1448732.031,2135024.733,1179996.959,3002249.36,2133368.35,1996373.934,2555507.69,4246132.317,1876433.6,2424004.372,2689319.612,2543869.629,906910.6667,2624371.689,2583375.206,1832377.598,2031850.241,2734108.545,2259543.381,2836271.056,2356393.856,2929618.895,1503752.834,2837268.285,841750.359,3085690.979,5339954.307,2483127.812,1845352.546,3091542.76,3318737.917,2667896.459,2124787.001,2978513.14,2567467.665,2287730.515,3426907.777
2-aminobutyric acid,2623078.037,2418973.918,2587101.306,2373801.33,2241925.419,1815348.054,2399880.112,2630589.539,2235162.753,2301736.223,2424891.307,2419121.293,2379461.99,2024480.63,2325123.139,2545724.181,2567505.929,2685767.399,2319812.541,2453426.02,2466309.63,2212390.243,2296845.229,2253543.85,2231932.271,2381994.686,2158618.495,2262674.533,2576934.098,2187373.962,2319080.964,1655318.942,2392975.444,2290925.561,2359966.949,2233492.642,2296530.078,2501417.485,1602362.107,1991182.003,2241430.658,1917195.202,2316627.71,2178370.445,2266767.822,2283850.505,2341295.066,2275591.008,2273515.062,2317666.7,2529425.239,2221935.419,2213240.213,2288794.867,2407633.642,2276732.903,2396436.767,2412843.821,2287353.32,2431899.261,2259760.121,2476613.511,1963107.635,2071370.543,2209078.231,1892925.367,2105007.141,2564548.667,2204352.035,1840796.407,2325719.713,1929234.125,2139372.201,2179569.596,2088015.564,2371284.631,2102013.401,9159058.771,1768036.149,2263144.072,1884549.061,2388039.654,2279200.735,2277457.585,2337942.532,2271218.101,2137257.925,2237089.029,2373401.833,2228320.261,1964496.102,1552271.769,2561282.384,2168904.694,2391056.793,2293460.648,1691429.196,2276599.21,2263345.951,2226430.126,2369240.772,2372570.482,2253343.104,2244237.394,1842559.073,2174254.077,2486588.012,2214883.455,1757550.285,2088198.474,1797321.095,950579.1889,1786197.593,2227990.847,2183834.154,2228327.272,2363862.227,2194267.585,1920012.63,2333451.037,1751009.347,1460444.858,2310262.638,2059794.633,2588129.671,2118072.329,2268391.488,2023126.12,2218430.132,2340733.952,2487470.636,2378912.788,2432527.579,2477992.672,1774610.745,1832726.411
Leucine,1934611.135,2424610.437,2604781.003,2371016.279,2637739.252,1955411.501,1815112.7,3263857.731,2874458.955,2337873.409,2602798.969,2615540.446,3059202.143,3070109.886,2887604.495,1695001.835,2514920.56,2516069.455,3191440.787,3067209.229,2337654.801,2752448.343,2288299.466,1425085.095,1977416.594,3580122.641,2189548.284,3560272.238,2470001.687,2108854.756,1905072.001,1751532.242,2438769.04,1463718.483,2036341.208,2535231.594,2316853.349,1677135.019,2272549.711,2082143.88,2081876.775,1811225.61,1657850.216,1400481.615,2434990.104,2772843.77,3076202.186,2464033.875,2047490.437,2585251.771,1893104.238,2038595.894,2671203.538,1616980.417,3064129.678,2624450.866,3103850.51,4206576.412,2673050.439,965618,2835467.783,2087319.551,1836670.539,2005133.006,2537216.97,2307916.937,3393431.761,3025406.561,2273324.019,2497706.014,1925500.093,2087793.411,1860995.713,1595659.613,2505422.985,2376007.41,2678864.261,3368245.896,1842844.074,2420988.642,1354036.843,3205437.187,2678037.264,1861074.112,2071909.489,1925971.371,3430821.56,1886267.784,2514697.451,1181897.836,2171912.202,1626050.042,1599571.835,2390628.266,2390438.138,1858602.813,1924436.649,2958254.529,3275075.462,1349346.447,1816004.966,1294436.778,2795935.642,1339928.088,1783684.41,2124762.132,2353081.491,3907221.355,2297175.378,2676161.633,1564769.542,1254447.824,2555827.691,1611825.726,2186515.111,1935255.578,2355221.83,2050574.012,2335768.867,2143563.242,1954473.216,829677.8706,3465748.201,1030333.093,2536567.777,1984920.32,1772612.147,969726.6794,2149905.996,1308460.81,2085928.959,2973310.797,3170623.039,2434081.636,2423870.168,2742014.389
Uric acid,1355910.988,2569731.757,2878551.748,938709.701,1389351.434,5714621.114,4097431.895,3907749.3,2539908.462,1725898.213,2355675.389,2296578.319,4693551.894,2171381.052,2664973.269,2099947.857,3208011.568,3509226.464,3061660.018,2455075.517,2833306.373,3703072.896,2687759.534,1536563.272,1429017.827,3464936.437,2181074.196,4448186.81,2128106.194,2959092.201,1951942.444,1137481.124,4815825.248,1436442.002,1005388.015,1725637.493,1835824.773,2136378.016,2830919.914,1602997.518,2815110.471,3122663.481,3341826.978,1475734.681,1524194.489,2333076.136,3545384.985,4147048.51,2115307.351,2953213.415,2556184.043,1508499.385,1534095.476,2202911.302,2679311.855,2800224.546,2120405.36,3494424.219,3082592.215,1813724.598,2590996.962,1472905.053,3683776.139,1283198.852,1943689.762,2073659.525,2598733.004,1064171.309,1845646.701,2791351.988,3214161.637,3550586.267,883745.6875,2319121.269,2116513.6,1932946.352,633584.7613,846293.1979,757872.3989,3360628.359,298557.8642,3853982.184,1704045.482,566043.7522,761475.8956,2855719.593,3127681.481,1270833.457,5123694.347,2580815.371,2466698.895,2358274.361,4393835.858,2162415.478,2278213.738,1265513.451,2299461.719,1050077.012,1889601.344,1591592.226,1239403.665,1584641.641,3527222.658,1475539.224,2289566.497,1304537.639,2162590.576,993946.798,3178999.313,2217093.146,1529550.392,784031.3082,2995236.251,2544557.916,352765.0043,1954315.147,4079481.711,2659222.171,845424.5707,1482525.062,1671560.489,1013590.986,3112759.368,2234154.562,3036741.488,1575253.741,2055930.946,1423842.879,1721470.316,578446.1611,1492439.671,1847946.011,2096569.772,3370764.945,2348057.619,2763040.963
Glycerin,1614619.951,2600216.169,1418395.943,1661194.898,1467149.208,1369811.556,1622732.855,1574371.942,1881549.72,1568438.646,1448457.654,4412595.74,2132488.19,1635152.369,835672.1502,1433009.876,1352940.567,2403987.92,1565565.319,1557675.631,2188520.836,5822779.496,1902501.812,3599984.672,3978901.673,1885820.673,2175690.588,2602912.945,2586496.299,3447140.266,2776818.453,2977980.942,2438470.917,2831382.735,3510675.711,1900698.635,2530009.31,2997920.681,2111517.671,4308171.263,1330007.437,2124479.919,1406358.066,2277888.454,3524933.77,2819456.405,2166375.104,1754714.559,2504434.077,1138069.024,2672225.173,4817459.32,3428805.387,2392858.626,1482075.482,1829724.097,1454918.267,1272491.195,830523.2486,3041322.869,4156645.831,1270575.549,4191313.862,2148140.162,1062806.694,994045.9425,1634924.303,2226592.458,4513916.083,1713823.049,1176452.988,1308266.651,1020062.771,1434520.237,2117349.555,3273701.247,1666989.063,1347527.82,918576.9566,1246988.277,1919835.415,1119157.021,808697.2993,1368625.811,3996614.561,1675252.982,2698887.151,2368873.106,1073012.927,2705123.792,2432974.311,2826604.164,4926579.262,1715994.832,2244552.707,1463218.065,3163580.901,3988021.669,1614868.912,2299207.91,4312926.676,1953604.082,2956383.107,1776939.827,1028451.471,2022803.667,3204077.624,2240729.588,1263674.626,1134621.708,2699630.916,824085.0416,1583738.347,1912722.294,3350934.832,2638755.486,1375154.868,3831337.343,2078493.657,2506661.773,5452769.753,1799691.499,1656056.341,1700693.273,2473927.149,1020233.305,4097714.557,1189506.051,1159144.271,2920214.885,2566000.381,1524366.067,1406871.005,1310254.234,1466483.778,1137554.266
Threonine,2750004.861,2631377.572,3055362.088,2941847.319,2042051.103,2006388.579,2622244.856,3155079.351,2601765.191,2253036.21,2515486.9,2718042.442,2537093.998,2477579.776,3383096.05,2437047.997,2621534.918,3026148.188,2440043.333,3054049.463,2484467.347,1822447.571,3021465.862,2907170.164,2968188.152,2632969.446,2886338.1,2370853.308,2889950.16,2855691.189,2915644.435,2515475.178,2589599.658,2141777.375,2945264.55,2444821.255,2822253.31,2484201.003,1935577.545,3682265.246,2300988.343,2284858.208,3062537.304,2154250.766,3171287.479,3114475.956,2430193.602,2095410.835,2757820.768,2838782.211,2267991.593,2728616.414,2444071.348,3019746.176,2387392.768,3189250.555,3721073.709,4634430.071,3106550.704,2557537.995,2622662.888,2740206.418,2483183.656,2751766.467,2471942.397,1727311.426,2356924.698,3704388.022,2750750.713,2215506.123,2483335.593,2437192.189,2852514.593,1918299.057,2647174.141,3521579.204,1685135.443,3145952.1,3810012.036,2548747.439,1722573.984,2184461.578,2411949.393,2175921.995,2855350.722,2395485.627,2311181.221,2324239.526,2946956.884,2176249.936,2662609.167,2007910.642,2175271.269,2279559.497,3269891.782,3371295.616,2418701.221,1706178.718,2909895.062,2761120.512,2186471.235,2941837.207,2633401.215,2298891.69,2638785.329,1891139.356,2756619.276,2344041.578,2085735.052,2881160.932,1978141.491,1050478.204,2447572.128,2617866.774,2055914.712,2387734.224,2896970.913,2463757.236,2925402.72,2875517.301,2188996.817,1205061.407,3213807.658,2308357.26,2492542.409,2579811.075,2889305.909,2368301.895,3124448.012,2889041.53,2848214.271,2167077.584,3228791.33,2617697.446,2426743.989,2550372.635
Stearic acid,3091010.739,3030880.872,3284154.86,3285536.046,3019080.922,2539470.853,3064101.719,3754465.976,3495541.554,2879636.845,3239777.712,3637807.921,3103858.336,3194315.656,2793816.711,2662841.064,2956517.347,4110093.485,3898049.414,3066640.688,3862368.158,3943595.296,3114325.982,3128796.737,4105941.7,3459447.951,3452378.362,3192758.413,3370247.63,3076632.081,2469977.316,2770121.345,3140799.724,2691154.747,4298271.848,2767009.09,3026857.402,2668288.342,3605604.548,2950632.678,2619061.235,2945025.224,2775541.076,3110817.304,2665641.734,3519118.115,3956697.837,2772143.365,2877055.724,2728301.827,3761042.044,2754902.277,2679961.317,2964320.662,3842890.654,3276036.859,2961715.955,2782456.721,2579479.52,2633417.728,4323471.526,2616937.377,3116559.126,3485261.962,2795454.622,2616592.188,3077439.521,2539780.796,2899989.105,2806494.303,2999062.775,2694607.821,2430843.919,3047570.007,3327858.399,3178598.542,3101797.922,2443867.286,1285525.522,2882405.983,3179735.77,3735707.39,3135944.096,2355982.548,3469884.827,3252921.508,2940710.319,3067777.967,3778858.03,2742788.532,3268306.566,2646138.046,3815947.432,2957772.149,3620223.127,3117124.803,3098479.184,3156911.631,2661725.606,2730350.646,2237155.932,3026677.142,3425097.498,3040038.743,2813975.164,3653226.916,3349278.871,1856988.955,2582809.941,2971446.916,3811188.715,2005192.494,3911737.646,3025673.522,3304875.42,3387032.993,3022463.195,3801198.655,3371185.773,2851760.774,4254861.708,1988446.874,3031761.47,3466270.069,3653433.666,2829800.102,3105768.251,3009108.942,2441498.245,2870197.326,3930521.016,3478077.36,3333374.507,3257145.819,3226804.661,3235574.8
Glycine,4482038.355,3152750.322,3871459.685,3569829.127,3122443.503,1785228.397,2727734.132,3926363.809,2358922.606,2784236.126,2710127.157,2564057.496,2804123.736,3695155.27,3242907.393,3981714.065,3336440.584,3551625.659,3157870.263,3076990.716,3216513.232,2191521.093,4110427.649,4328565.053,3404234.75,2917825.99,2676362.957,3279817.823,3056271.186,3943589.728,4283461.125,2408211.836,2890527.923,3030385.181,3693109.397,2777344.248,3620149.408,2770018.719,1840199.37,2354224.21,2932447.513,3017687.106,3112369.599,2714925.066,2948531.248,3098317.198,4251811.149,2410209.09,2458457.831,2756395.407,2897873.901,3436279.801,2686648.58,2801884.521,3748807.527,3184601.565,3819864.143,5458461.743,3359648.074,2565646.263,2538648.899,3844061.973,1988617.129,2968044.157,2597208.215,38798.54125,2773913.972,2359218.45,3053381.919,2731241.272,2241817.054,2151716.996,1929350.851,2112559.121,2684114.207,2547149.397,1450362.117,2979968.619,3246821.57,2906275.125,1497896.167,2329961.19,2709075.449,2441193.723,394066.8242,2550747.781,2407986.826,3388929.601,2622202.654,3350172.432,2372667.08,3213729.971,2469212.492,3229532.631,2913345.124,2423831.417,2903560.314,1597289.459,3710097.743,2065706.135,3049684.663,2131594.2,2333991.417,2126765.436,2533036.688,2102589.817,619189.5301,2576692.534,1839611.652,2813370.839,3091700.648,999449.0887,281044.0682,2825700.05,1987828.559,2652752.655,2317899.902,2831844.596,1321354.377,2890140.587,1769368.637,2992858.572,2305103.246,1206192.421,2780327.212,3025473.503,2942829.157,2707010.175,2964004.002,2466842.003,2572190.375,1988017.758,2982798.866,1869350.534,2626208.539,2557185.295
"1,5-Sorbitan",4739560.302,4127240.112,6084708.196,4362209.315,4963331.164,4965953.398,5257514.964,7092325.274,3190490.013,2255943.678,4098077.616,4098717.82,5029004.189,3476851.989,4763978.584,4838932.155,5039551.659,6002996.737,4804296.641,6712306.183,3295756.579,1823900.898,5988574.176,5711604.467,6091787.407,3925802.444,3337112.13,5561530.685,5933356.845,5665127.954,3880818.369,4767307.349,4841186.903,4205541.635,4517504.354,3382355.053,4414233.196,4048067.56,4758673.532,7344830.273,7495333.505,5987607.146,6226108.242,4445900.421,4513529.165,4179078.529,4045701.435,4385735.843,3464173.587,5990627.125,7945152.726,5940749.005,4345001.526,8963604.259,4395819.03,3371130.116,6859599.756,6660917.247,6643474.235,6838010.5,2049097.763,4750303.882,6023302.704,6337473.758,4456828.952,1239303.163,5834630.948,1065407.989,4893287.156,9194937.593,3801950.72,376316.0525,2534645.46,6296657.193,4197777.54,4901816.395,3992725.968,3105592.984,4130570.582,5600372.637,2584679.165,6439452.003,2958272.686,1751078.568,6200389.056,4960669.904,1247776.618,3636426.767,4734078.527,2427082.259,5489513.568,2820933.049,5524826.762,4766940.285,3845688.207,3650925.728,4298189.271,2462859.73,13552046.85,3774034.731,878096.9669,3885769.668,6367264.526,3715911.853,3994136.136,2559926.439,5167760.079,4380798.591,4508815.065,6097351.89,3676999.214,2100328.223,3255551.662,5399256.717,772186.7892,4738749.786,5512424.879,3517385.149,4858401.033,4891459.781,4692729.569,2728345.379,3307671.768,5186764.798,1094613.825,3714516.914,3574510.166,3369196.212,4883145.32,5105953.26,4576996.702,3653851.538,5963123.39,6988211.422,3391558.624,5076300.021
Valine,3929966.931,4525535.078,5004860.312,3865809.046,3215214.427,3709909.289,3884274.304,5634268.855,4726483.968,3740549.788,4939825.396,4493297.658,4591655.226,3656706.66,4259564.128,3593312.952,4235657.814,4884239.785,4857206.213,3756175.491,3938821.253,4716138.058,4458961.523,3453370.271,3967193.045,3813440.303,4110704.443,3098122.663,4444334.289,3815566.051,3735917.179,3604831.83,4307383.945,2996336.396,3909245.355,3522743.334,3888610.844,3343926.471,3380146.3,647898.6607,3973364.205,3259827.029,3767247.801,2922866.041,4348128.355,4776747.018,5032959.957,3865711.924,4077435.834,4544353.545,3998173.26,3445458.093,3911979.641,4099604.899,4638585.118,4661835.413,4324483.892,7036983.944,599042.1073,4904443.859,5723195.315,3565876.554,572273.6903,3494900.593,3932939.665,3024996.62,3054400.379,4076534.338,4154824.094,3302835.263,4137454.225,102705.5695,3201563.637,2837173.943,4113490.518,4463969.38,5276973.232,9159058.771,5723635.738,4232297.877,2203240.27,4738795.152,4380430.302,3106874.858,4492544.351,3652041.258,2137257.925,3577989.846,4734488.363,4231278.334,558648.4889,1552271.769,5419348.55,3208306.513,4138251.521,3476553.004,3067809.008,5856427.067,3661310.672,1619509.972,3010930.06,1577186.168,4639817.875,2996644.078,3278207.363,3543970.402,4412402.368,3283741.262,3867206.07,4403386.551,2780813.545,1858134.663,4109391.729,3347379.416,3922153.487,3416723.146,4354079.163,3414843.801,4080125.22,3980084.252,4132594.705,2051537.274,5244542.312,1517562.202,4875568.686,3387192.99,3496085.321,2856904.36,3803574.803,3616725.329,3695137.579,4184593.867,4334223.282,3777292.861,3803724.589,4016295.885
Oleic acid,3764630.864,4593269.295,3722097.71,5570956.84,5031559.86,4618722.83,3918000.521,4255065.77,4444757.21,4033764.824,3587879.407,3133841.467,4153595.919,4441890.567,2295599.516,2827289.322,2728211.969,8164232.443,3841153.686,3309300.22,8368369.027,7019974.84,3036320.25,3181706.775,11543389.78,5055046.492,4111597.249,4455058.849,5029100.403,2859118.742,2322375.385,3840084.957,4021145.034,4143006.269,5271141.916,5289865.289,4101218.808,5001368.409,6951784.82,4436310.109,2986912.846,5562133.568,2869370.012,4541606.432,2471983.746,4316115.161,5244109.483,4356614.534,5445921.248,2493384.468,5101635.36,4835010.758,3443595.117,4387561.125,5410795.156,5534303.688,3773809.723,2462798.581,2303466.189,3119015.213,5332775.326,3930394.826,6649767.981,7899818.472,2543001.602,2423187.313,4197945.429,2880092.321,3620681.734,5836503.639,4101711.234,4358004.194,3383923.979,4021333.6,6669635.74,3256437.685,5717337.635,4071587.239,2071994.228,5031239.051,4835864.628,4064555.428,4145107.729,6795737.337,3452726.965,3805858.73,7330803.424,4332222.022,5447172.593,2185567.821,4565930.817,3606106.339,4606745.324,4795322.924,8711222.872,3768323.068,3507859.283,5100559.032,4042626.471,3318518.379,3293564.195,4989497.721,4574027.852,3704598.416,3155381.585,7309484.072,3616827.538,5173655.648,3768566.855,6284786.995,6545528.285,1793687.846,5944079.038,4442879.562,2673710.038,5233112.467,4512012.16,6268301.381,4062843.284,3653473.435,6366449.94,3761410.518,4687958.025,7483660.413,5442789.666,3023211.928,4086906.815,3029974.326,2870495.03,2776679.461,8238420.987,5223175.151,4068341.307,3640871.886,4123119.755,3235901.083
Alanine,5944407.771,4764619.144,6626538.795,5542385.201,5321662.432,5500177.431,6761539.675,8110022.181,1408945.055,8358405.824,8823972.047,52131.91039,6846998.708,5592794.382,5694145.659,6834090.095,7100860.286,5600077.583,7330628.352,5734867.872,4135454.342,6146475.485,7479534.745,5581812.233,4393497.355,4073491.975,5707405.984,5014530.777,7592170.022,6330021.217,5887094.693,4410625.661,5706908.399,5125945.753,6056010.98,6518355.852,6120585.657,3965579.737,4720571.889,7905791.383,6842505.509,5350389.126,7836634.351,6162278.253,7133479.876,6248315.646,6798572.191,6317858.283,3728115.203,7350755.468,6218667.27,5140721.599,7859043.863,291363.9288,7184241.238,6271155.689,8177366.955,9431011.693,8841452.159,8243036.521,7937899.511,5317616.037,4043043.63,2895202.123,6879430.046,8083093.913,3730070.915,9299676.776,6027120.276,5302059.158,6873238.75,6435073.586,4465932.521,5817018.275,5928440.642,6955033.591,2938833.602,5100227.251,4989242.596,7403687.758,2823181.785,6074121.87,7327311.039,2984621.537,8488374.246,6817771.69,4590661.407,5377954.595,7766846.538,7797362.584,5015229.347,9246692.849,4898032.112,4389364.002,3537342.813,3541198.815,6315783.776,2973036.336,9195750.834,4148555.205,4937408.876,3488690.103,7329772.093,3948096.65,5958051.505,4262000.345,6788150.744,3705906.945,5713105.157,5962382.022,4893043.046,4026661.099,6817413.227,5208090.728,4202122.065,4760752.519,7144018.512,5580671.516,4608201.689,6952030.762,5850190.222,3213940.754,6255451.25,3866382.758,8219452.647,6643673.823,5732462.879,6026420.166,7565015.377,5851341.815,6982378.897,5172618.519,7968089.973,5473764.096,6528736.234,6657391.484
